match_id,lane,winner_puuid,winner_champion,loser_puuid,loser_champion,winner_primary_style,winner_primary_selections,winner_sub_style,winner_sub_selections,winner_stat_perks,winner_items,winner_summoner_spells,loser_primary_style,loser_primary_selections,loser_sub_style,loser_sub_selections,loser_stat_perks,loser_items,loser_summoner_spells,winner_bans,loser_bans
NA1_5245307852,TOP,9peGUxmdgpH4-PirCqGuJTADCbw60rwbeXZaYId_0WyCjgccRdWJMSLaX5voHqYgwdKEQRb3RgwCyg,Sett,gD-4fzqE5sM8-tOm9gD8OLsOr--vDDTBWZseI5kLVSG_nN_bGpMv5p3cAiNfuTrulBqmrOKfnfE15Q,Garen,8000,"[8010, 9111, 9104, 8299]",8400,"[8444, 8242]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 1055, 'item1': 3153, 'item2': 3084, 'item3': 1001, 'item4': 2021, 'item5': 2021}","{'summoner1Id': 12, 'summoner2Id': 4}",8000,"[8010, 9111, 9105, 8299]",8400,"[8473, 8451]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 3006, 'item1': 3742, 'item2': 6631, 'item3': 4401, 'item4': 2021, 'item5': 1028}","{'summoner1Id': 4, 'summoner2Id': 12}","[555, 19, 119, 122, 105]","[777, 202, 83, 32, 53]"
NA1_5245307852,MIDDLE,9ch560jhgWal70_T8c3uHbjr8jm6gd17U3tqLtPbp6mZavR-yUfjUFedSvPfmeNuOk4XLtNLyj4Epw,AurelionSol,ePCFbis8s0WrbnmdlC6ZvU9YequS7MXOTmxKmwrUHjBkmjDIrpy99psREOCPPUrS8LRFFz_f3OjvMw,Mel,8200,"[8229, 8226, 8233, 8237]",8400,"[8473, 8451]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 1056, 'item1': 3040, 'item2': 3116, 'item3': 3175, 'item4': 6653, 'item5': 1058}","{'summoner1Id': 4, 'summoner2Id': 12}",8200,"[8229, 8226, 8210, 8237]",8000,"[8014, 8009]","{'defense': 5001, 'flex': 5008, 'offense': 5007}","{'item0': 4629, 'item1': 3020, 'item2': 3040, 'item3': 6653, 'item4': 0, 'item5': 0}","{'summoner1Id': 4, 'summoner2Id': 12}","[555, 19, 119, 122, 105]","[777, 202, 83, 32, 53]"
NA1_5245307852,JUNGLE,Tn-mKuSwQHkL4rzD6kFd3zuU945Ew8MPv8WsyZ0KnxLgeaosRZQ3KZU7TAf5X4Ii3WIbHItrNl9qtg,Diana,kd2TMkpxXYZK1K2evS_R-6PeVygqkFCntpAPJDDRn_uXDkcreryglj0SO14vV9FrgUpChnpgmp0Lwg,Nocturne,8000,"[8010, 9111, 9104, 8014]",8300,"[8347, 8304]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 6653, 'item1': 4633, 'item2': 1011, 'item3': 3105, 'item4': 0, 'item5': 3020}","{'summoner1Id': 11, 'summoner2Id': 4}",8000,"[8010, 9111, 9104, 8299]",8100,"[8140, 8106]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3073, 'item1': 6692, 'item2': 3158, 'item3': 3044, 'item4': 2022, 'item5': 0}","{'summoner1Id': 11, 'summoner2Id': 4}","[555, 19, 119, 122, 105]","[777, 202, 83, 32, 53]"
NA1_5245307852,BOTTOM,zTI9ju1hyMXR-RqQHAIcHdIWW0DEsm9jqOZh6kpeh2JUnliazrt-9fnMedF5QKSSXsypI6fvc4f2qw,MissFortune,IpyL1FIPcG5Xa8-LkEw6xRmdXKSrMiHpVNp7-fV_zHUI-Z_YY4BkKFR-DOvmJUwwJx5oR5hA2C_XyA,Twitch,8000,"[8005, 8009, 9103, 8014]",8300,"[8304, 8410]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 3033, 'item1': 1036, 'item2': 6676, 'item3': 6672, 'item4': 3013, 'item5': 0}","{'summoner1Id': 21, 'summoner2Id': 4}",8000,"[8008, 9111, 9104, 8014]",8100,"[8143, 8135]","{'defense': 5011, 'flex': 5008, 'offense': 5005}","{'item0': 3032, 'item1': 6695, 'item2': 3123, 'item3': 1038, 'item4': 1018, 'item5': 1001}","{'summoner1Id': 21, 'summoner2Id': 4}","[555, 19, 119, 122, 105]","[777, 202, 83, 32, 53]"
NA1_5245307852,UTILITY,E2mvcFBUcHHYLvm2nqhKUk-2HkCJdx01wUFSZJjNof2ayehJIdB657LIDQ_fYP1f4okrUr_ahXDavg,Seraphine,LFs8hYBpG1ztoYCcje6a7-bGnJdwb9yEDFxa1W3UUa9R3t0pigRWvbQGRkKDovQbxIdKz02BTt7fpw,Zyra,8200,"[8214, 8226, 8210, 8236]",8400,"[8463, 8453]","{'defense': 5011, 'flex': 5008, 'offense': 5007}","{'item0': 3158, 'item1': 6617, 'item2': 3870, 'item3': 3114, 'item4': 6620, 'item5': 3113}","{'summoner1Id': 4, 'summoner2Id': 7}",8200,"[8229, 8226, 8210, 8237]",8100,"[8105, 8139]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 3871, 'item1': 2503, 'item2': 1001, 'item3': 2508, 'item4': 3147, 'item5': 0}","{'summoner1Id': 4, 'summoner2Id': 7}","[555, 19, 119, 122, 105]","[777, 202, 83, 32, 53]"
NA1_5244962769,TOP,VR44bGwtKKhWYQS-Kb_zkkFQfGDrnTv8OF2Z3lo4ySPccVpBLk9tarDJs5IBPUoIFHPDcTDOgGC_Ww,Garen,jMMM5loMFJE233HL3DDt9QWeDef_WGE8ZDFSF8wu6jiA0JKcShVkgSBkh1BNHn-s3M1sWzhkW7_SKA,Sett,8000,"[8010, 9111, 9105, 8299]",8200,"[8224, 8234]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 3033, 'item1': 6631, 'item2': 3172, 'item3': 1042, 'item4': 1042, 'item5': 1018}","{'summoner1Id': 4, 'summoner2Id': 14}",8400,"[8437, 8446, 8444, 8451]",8000,"[8299, 9111]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3181, 'item1': 3153, 'item2': 0, 'item3': 3047, 'item4': 0, 'item5': 0}","{'summoner1Id': 12, 'summoner2Id': 4}","[21, 800, -1, 11, 105]","[83, 50, 90, 53, 887]"
NA1_5244962769,MIDDLE,MwbYrhoOlKVMFLWFwGY0JmMjqh3Mn1WN9NQ3ngRRL5OXl_64H7XRBAEB8tfKKJ3NHYvBy0wmtjN8Sg,Syndra,Jq3eypcHWfO4RH-3RV-4SnhF9YzxLg_2tb6co5XJITIISDDLW4UjLB_hThMo-Wa0MUkcaOoEXb7rvg,Vladimir,8200,"[8214, 8226, 8210, 8237]",8300,"[8345, 8347]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 1058, 'item1': 4629, 'item2': 2503, 'item3': 3020, 'item4': 3916, 'item5': 1058}","{'summoner1Id': 4, 'summoner2Id': 12}",8000,"[8010, 9111, 9105, 8299]",8200,"[8275, 8210]","{'defense': 5001, 'flex': 5008, 'offense': 5007}","{'item0': 1082, 'item1': 2031, 'item2': 4646, 'item3': 3020, 'item4': 3089, 'item5': 0}","{'summoner1Id': 6, 'summoner2Id': 4}","[21, 800, -1, 11, 105]","[83, 50, 90, 53, 887]"
NA1_5244962769,JUNGLE,vYHusNce58EVyvyrNyK5xDDUC3wiOP0VWWAPjb2IZG8wdCEVjjgi1GjcWesspkAOwZ1DalRm5qvnIw,Briar,o6wZNtCreJ2M2-UCCdtPSBGdPwsbqYy0K50LJaTuJQHar7B150Ty1426GHZX_i9Z6rRSt6GIaW6QHA,Darius,8000,"[8005, 9111, 9104, 8014]",8100,"[8143, 8135]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 3748, 'item1': 3044, 'item2': 3111, 'item3': 2022, 'item4': 1028, 'item5': 0}","{'summoner1Id': 11, 'summoner2Id': 4}",8200,"[8230, 8275, 8234, 8232]",8000,"[9111, 9104]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3742, 'item1': 3009, 'item2': 3142, 'item3': 2021, 'item4': 1037, 'item5': 0}","{'summoner1Id': 4, 'summoner2Id': 11}","[21, 800, -1, 11, 105]","[83, 50, 90, 53, 887]"
NA1_5244962769,BOTTOM,Jubv8ic3p3zdu9ycb7mCZdKGsTy9BS5QoCJol9qEPLr_xrrPcgDSoJ2ieC8zbXvQWyTO4SpiGwJDHA,Caitlyn,SpcyxrHYl26GoXm9e1kMlIFNUephicHjkPx-ky-MlJdubEJQKrWOvtvx5BUgSuCZpRRUqBc6GZRUUw,Lux,8000,"[8008, 8009, 9103, 8017]",8200,"[8233, 8236]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 1055, 'item1': 6676, 'item2': 3172, 'item3': 3032, 'item4': 1038, 'item5': 1037}","{'summoner1Id': 4, 'summoner2Id': 21}",8200,"[8229, 8226, 8233, 8236]",8100,"[8126, 8106]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 1056, 'item1': 1001, 'item2': 3118, 'item3': 3145, 'item4': 1052, 'item5': 0}","{'summoner1Id': 4, 'summoner2Id': 7}","[21, 800, -1, 11, 105]","[83, 50, 90, 53, 887]"
NA1_5244962769,UTILITY,JVgrldqVsKL8_OmHF8EgRVA7Lx-wxMaal04YL97-7fsbrPLeZvwMF_cDBG8_EE_XlQgVbiR19zOlkA,Hwei,rVUycoqG8dDc0KF-03swc4i465_HKbiinIA74Qb_GYsfXpqdqnJKqxIyYCFiy3P-wuLA3AppQPRZmw,Pyke,8200,"[8229, 8226, 8210, 8237]",8000,"[8009, 8014]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 0, 'item1': 2503, 'item2': 3871, 'item3': 2508, 'item4': 4005, 'item5': 3020}","{'summoner1Id': 7, 'summoner2Id': 4}",8000,"[8021, 8009, 9105, 8014]",8200,"[8224, 8237]","{'defense': 5001, 'flex': 5010, 'offense': 5007}","{'item0': 3877, 'item1': 6696, 'item2': 1036, 'item3': 2020, 'item4': 3009, 'item5': 0}","{'summoner1Id': 4, 'summoner2Id': 3}","[21, 800, -1, 11, 105]","[83, 50, 90, 53, 887]"
NA1_5245293012,TOP,696o22Koz-dnH9C-pJlU8RpOdI7zX773RM1L5VQC0fPCGy-HmF52g3PGsYiFdcEacuGbNXW6oUCosQ,Tristana,kMNbGxftwoVRQfqnJcfhXwmEyTTCUrN0NXXb2RrgKjVibe60GjtrnQf8HFfugzvFzuOTsOBR9KepxA,Teemo,8000,"[8008, 9111, 9104, 8014]",8100,"[8139, 8135]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3173, 'item1': 3031, 'item2': 3032, 'item3': 1053, 'item4': 6675, 'item5': 3036}","{'summoner1Id': 12, 'summoner2Id': 4}",8000,"[8005, 9111, 9104, 8299]",8400,"[8451, 8473]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3115, 'item1': 4645, 'item2': 3009, 'item3': 3118, 'item4': 6653, 'item5': 1058}","{'summoner1Id': 14, 'summoner2Id': 4}","[555, 53, 83, 43, 777]","[711, 33, 89, 24, 51]"
NA1_5245293012,MIDDLE,cPvAbVDbjeS5qYSRZpLCsBWad07D0S_q120wUHnuJKGWmOeuJtoCNK_B4SQZ46d5kip-nPdYGyqhIA,Annie,mMLx95JxbCDT3H7PYhtkKH_J0h6oQts3_nzGG4tFxOhNuBrdwFWWTO5pBEAnFW2PK-ycYknZ_r1--g,Yasuo,8100,"[8112, 8126, 8140, 8105]",8200,"[8233, 8224]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 3135, 'item1': 3118, 'item2': 4646, 'item3': 3175, 'item4': 4645, 'item5': 6653}","{'summoner1Id': 14, 'summoner2Id': 4}",8000,"[8008, 9101, 9104, 8014]",8100,"[8143, 8105]","{'defense': 5011, 'flex': 5008, 'offense': 5005}","{'item0': 6673, 'item1': 3139, 'item2': 3153, 'item3': 3091, 'item4': 3006, 'item5': 2019}","{'summoner1Id': 14, 'summoner2Id': 4}","[555, 53, 83, 43, 777]","[711, 33, 89, 24, 51]"
NA1_5245293012,JUNGLE,mabP2EYYiOZ1a6IMjUo28D3Yeu0EHrHCX9UphU7lLfn6Xh3iE3fCe3UEOMb4lfnvNbNGY3RbX5kPXA,FiddleSticks,sreiDJ8OLVEE-xJ6TGITUwvJkc8nN64wUwP7MTUKGLIOkR0zgCCZOAUUmJsX88KZNhtVNqygKqLvBg,Nocturne,8100,"[8128, 8126, 8140, 8106]",8300,"[8321, 8347]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 3089, 'item1': 3157, 'item2': 3020, 'item3': 6653, 'item4': 3135, 'item5': 1058}","{'summoner1Id': 11, 'summoner2Id': 4}",8000,"[8010, 9111, 9104, 8299]",8100,"[8140, 8106]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3071, 'item1': 3073, 'item2': 6631, 'item3': 3111, 'item4': 3065, 'item5': 3133}","{'summoner1Id': 11, 'summoner2Id': 4}","[555, 53, 83, 43, 777]","[711, 33, 89, 24, 51]"
NA1_5245293012,BOTTOM,LmtquY88tqdSuxSNFRD0noF02aoEmgyxpnhGa3UW2Uxfl4hFp6fmrs_QbMEH-6jBE6nLZnuHB2owcg,Lux,X5oPN06nZ2zPmF8ymkMOj5n53aRskITA0E-vaF3Lg4yCisInjWg8HpNZC0ehY_tKu0y-2cSghEUZjg,Ashe,8200,"[8229, 8224, 8210, 8236]",8100,"[8126, 8106]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 4645, 'item1': 2055, 'item2': 1001, 'item3': 3089, 'item4': 3118, 'item5': 6655}","{'summoner1Id': 4, 'summoner2Id': 1}",8000,"[8008, 8009, 9104, 8017]",8300,"[8410, 8345]","{'defense': 5011, 'flex': 5008, 'offense': 5005}","{'item0': 3153, 'item1': 6672, 'item2': 3006, 'item3': 3033, 'item4': 3144, 'item5': 0}","{'summoner1Id': 4, 'summoner2Id': 21}","[555, 53, 83, 43, 777]","[711, 33, 89, 24, 51]"
NA1_5245293012,UTILITY,CfYUbs6DEjcAQ_0TvSgx-iyPDlcb3ohVwg4t6KlNbfWKLkUHfAr4Uooch2WeZFDY7V6dY9Wdx7XmzQ,Pantheon,5HJdASktft3K_ymlJ5Fv1f8Wh0nYx0GUwE7t2KAHBnydx6pKwQU_QA2fbtMQwnQh46FlsHX5YiVORg,Maokai,8000,"[8010, 9111, 9105, 8014]",8100,"[8126, 8105]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 3869, 'item1': 3179, 'item2': 3170, 'item3': 6692, 'item4': 6610, 'item5': 1036}","{'summoner1Id': 3, 'summoner2Id': 4}",8400,"[8439, 8463, 8429, 8451]",8000,"[9105, 9111]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3876, 'item1': 3190, 'item2': 3002, 'item3': 2055, 'item4': 3111, 'item5': 3065}","{'summoner1Id': 14, 'summoner2Id': 4}","[555, 53, 83, 43, 777]","[711, 33, 89, 24, 51]"
NA1_5245244238,TOP,TLNWXdzr_oo9WoI2Cl87fyjgZWCEwV7_hf5rPjLjl0Jf92RLvkZrxu3colkFxTT5WAvHMbFmAoRNWA,Trundle,lsbaZP-Yif17vcRwDl6b_iV_Q2Q6w-GHY6IzRt4y87juCvVOx_o7ScVkHVNw7ACGsCLE6XWNAnD5DQ,Garen,8000,"[8008, 9111, 9104, 8299]",8400,"[8473, 8451]","{'defense': 5001, 'flex': 5001, 'offense': 5005}","{'item0': 3074, 'item1': 3742, 'item2': 3153, 'item3': 3211, 'item4': 3174, 'item5': 1028}","{'summoner1Id': 12, 'summoner2Id': 4}",8200,"[8230, 8224, 8234, 8236]",8400,"[8444, 8446]","{'defense': 5011, 'flex': 5008, 'offense': 5008}","{'item0': 6631, 'item1': 3009, 'item2': 2031, 'item3': 3742, 'item4': 3086, 'item5': 1042}","{'summoner1Id': 14, 'summoner2Id': 4}","[25, 235, 82, 222, 7]","[-1, 67, -1, 90, 56]"
NA1_5245244238,MIDDLE,2v6lUnTA_rpeMh8IsAuG_u_6WFQYqs3kD-GE6kuIAdeFqkx7a6GOilDX-yo4z27dv7H9scU1k27H5g,Amumu,SofTWfcuEUmpViKhX3K9X8qUq30njjLs17XxWwzX_Pk42wHykLeux-LPZf8XbxZNKFlJU-VG0eSd2g,Zed,8000,"[8010, 9101, 9105, 8299]",8100,"[8143, 8106]","{'defense': 5011, 'flex': 5008, 'offense': 5008}","{'item0': 3118, 'item1': 6653, 'item2': 3176, 'item3': 1052, 'item4': 2022, 'item5': 2421}","{'summoner1Id': 14, 'summoner2Id': 4}",8100,"[8112, 8139, 8140, 8106]",8200,"[8210, 8237]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 3071, 'item1': 6698, 'item2': 3009, 'item3': 6692, 'item4': 0, 'item5': 0}","{'summoner1Id': 4, 'summoner2Id': 14}","[25, 235, 82, 222, 7]","[-1, 67, -1, 90, 56]"
NA1_5245244238,JUNGLE,MjF0hBC1ktJog9O2_3hig14rQ1ogTEIl9rb3qOvx1Uq62EyhSSr62pGdutLmCqneciyRxz0x-Wc9XQ,Darius,pH4a3T2sN_tzTKKZC6tPn3kQxMh33wuooLYEITFXxlW_blDbm-isbGCUCbwlru3hZANDIrip0FbuKA,Vi,8200,"[8230, 8275, 8234, 8232]",8000,"[9111, 9104]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3742, 'item1': 3142, 'item2': 3170, 'item3': 4401, 'item4': 2021, 'item5': 0}","{'summoner1Id': 11, 'summoner2Id': 4}",8100,"[9923, 8143, 8140, 8105]",8000,"[9104, 9111]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3142, 'item1': 6676, 'item2': 3036, 'item3': 3009, 'item4': 3031, 'item5': 0}","{'summoner1Id': 4, 'summoner2Id': 11}","[25, 235, 82, 222, 7]","[-1, 67, -1, 90, 56]"
NA1_5245244238,BOTTOM,d_DkMiqdoSV6xLz21R1QaglmuPMkBtXk19-RmrCzo8Cbqbk1RwSci_LjsGc7DPPfrUFhAhw17_IZiA,Xayah,XvHB07TrL0_i7Us2WzQRPT2RjMFSQ_B3i-oe2TS74c8xanAP98zFKQpF72Lr_cPAnuivAjpHHkVrEw,Kaisa,8000,"[8008, 8009, 9103, 8014]",8300,"[8304, 8345]","{'defense': 5011, 'flex': 5008, 'offense': 5005}","{'item0': 3508, 'item1': 3172, 'item2': 6675, 'item3': 3031, 'item4': 0, 'item5': 1055}","{'summoner1Id': 21, 'summoner2Id': 4}",8000,"[8008, 8009, 9103, 8014]",8300,"[8304, 8345]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3087, 'item1': 3020, 'item2': 3115, 'item3': 1082, 'item4': 6676, 'item5': 0}","{'summoner1Id': 21, 'summoner2Id': 4}","[25, 235, 82, 222, 7]","[-1, 67, -1, 90, 56]"
NA1_5245244238,UTILITY,KZXMXRnuVorJLvW3Ck8_6ukVCMGCpNk4yNestju9aMoV2vKJDoPwVtoPAbwRDA6d1hW8VeAa5HBMhA,Rakan,ZukO9Oqm4EuYOwC2ipKiY-A-v5hpUIp8e1nAFEb5rghSdFQ58U3otrLtKddRScxf2JLT4BZJJglEAA,Nami,8400,"[8465, 8463, 8473, 8242]",8100,"[8137, 8106]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 3869, 'item1': 3190, 'item2': 2065, 'item3': 3013, 'item4': 3050, 'item5': 2022}","{'summoner1Id': 4, 'summoner2Id': 3}",8200,"[8214, 8226, 8210, 8237]",8400,"[8473, 8453]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 3870, 'item1': 2065, 'item2': 4005, 'item3': 6617, 'item4': 3158, 'item5': 0}","{'summoner1Id': 4, 'summoner2Id': 7}","[25, 235, 82, 222, 7]","[-1, 67, -1, 90, 56]"
NA1_5245270090,TOP,8y-3AjT09e8prYpBu37897rPP6FcsujgQSur4qjdTdeub5VknHcRISzTyu_TPWkmeobfPekgA7WOLQ,Mordekaiser,dKm4uZoOUAJh7xu_stim9d3G3RwIPvZNI12FfdS7V62jiRw718pW-UL1vssnLSa9hIRAhkJZpGRpFQ,Teemo,8000,"[8010, 9111, 9105, 8299]",8400,"[8473, 8453]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 4629, 'item1': 3173, 'item2': 4633, 'item3': 3065, 'item4': 1052, 'item5': 0}","{'summoner1Id': 14, 'summoner2Id': 12}",8000,"[8005, 9111, 9104, 8299]",8400,"[8451, 8473]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3118, 'item1': 3115, 'item2': 3009, 'item3': 1058, 'item4': 6653, 'item5': 1058}","{'summoner1Id': 4, 'summoner2Id': 12}","[74, 141, 800, 51, 90]","[238, 777, 83, 56, 131]"
NA1_5245270090,MIDDLE,xnruOCnFA3bp19nxRDVLpvRYBr8Yj908P25urXPVWxbZ49GH2lOECMpffl1ULZ75H-KZh0oQluAskw,Lissandra,SofTWfcuEUmpViKhX3K9X8qUq30njjLs17XxWwzX_Pk42wHykLeux-LPZf8XbxZNKFlJU-VG0eSd2g,Leblanc,8100,"[8112, 8126, 8140, 8106]",8200,"[8224, 8210]","{'defense': 5001, 'flex': 5008, 'offense': 5007}","{'item0': 3157, 'item1': 1058, 'item2': 0, 'item3': 4645, 'item4': 3118, 'item5': 3175}","{'summoner1Id': 4, 'summoner2Id': 12}",8100,"[8112, 8143, 8140, 8105]",8200,"[8210, 8236]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 1058, 'item1': 6655, 'item2': 3102, 'item3': 3020, 'item4': 3145, 'item5': 0}","{'summoner1Id': 4, 'summoner2Id': 14}","[74, 141, 800, 51, 90]","[238, 777, 83, 56, 131]"
NA1_5245270090,JUNGLE,pH4a3T2sN_tzTKKZC6tPn3kQxMh33wuooLYEITFXxlW_blDbm-isbGCUCbwlru3hZANDIrip0FbuKA,Vi,fIusqTEtn4okKE_JmZcg1UK9aPbk4VA5BhOVL8UV1J-f7RDWe4cb-t0TYC8L3cVriflSKN7iMy9s_Q,Darius,8100,"[9923, 8143, 8140, 8105]",8000,"[9104, 9111]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3142, 'item1': 6676, 'item2': 3009, 'item3': 3036, 'item4': 3031, 'item5': 2021}","{'summoner1Id': 4, 'summoner2Id': 11}",8200,"[8230, 8275, 8234, 8232]",8000,"[9104, 9111]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3142, 'item1': 3013, 'item2': 3742, 'item3': 4401, 'item4': 1028, 'item5': 1037}","{'summoner1Id': 11, 'summoner2Id': 4}","[74, 141, 800, 51, 90]","[238, 777, 83, 56, 131]"
NA1_5245270090,BOTTOM,K8VnjcLGN89OrlOzwNtcmagY0a1ujNPDsPND0aMtKAPkkAJITlGbsIll0LmxQOBSnCzWw2c4HECyEw,Ashe,XvHB07TrL0_i7Us2WzQRPT2RjMFSQ_B3i-oe2TS74c8xanAP98zFKQpF72Lr_cPAnuivAjpHHkVrEw,Jinx,8000,"[8005, 9111, 9104, 8014]",8100,"[8126, 8106]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3031, 'item1': 3085, 'item2': 3172, 'item3': 3032, 'item4': 1036, 'item5': 1036}","{'summoner1Id': 4, 'summoner2Id': 21}",8000,"[8021, 8009, 9103, 8014]",8200,"[8233, 8236]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3032, 'item1': 3094, 'item2': 3006, 'item3': 3031, 'item4': 3026, 'item5': 0}","{'summoner1Id': 21, 'summoner2Id': 4}","[74, 141, 800, 51, 90]","[238, 777, 83, 56, 131]"
NA1_5245270090,UTILITY,ZukO9Oqm4EuYOwC2ipKiY-A-v5hpUIp8e1nAFEb5rghSdFQ58U3otrLtKddRScxf2JLT4BZJJglEAA,Nami,waKZ36bjbj6CoBX1rTeLSiIe4Ich-9-6VxQ7uJ7GzMqF8lBwO-b1EpKxCjvXJ9MhrvfNkP2sCcukuw,Thresh,8200,"[8214, 8226, 8210, 8237]",8400,"[8473, 8453]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 3870, 'item1': 2065, 'item2': 3171, 'item3': 4005, 'item4': 3067, 'item5': 0}","{'summoner1Id': 4, 'summoner2Id': 7}",8400,"[8465, 8463, 8473, 8242]",8300,"[8345, 8347]","{'defense': 5001, 'flex': 5001, 'offense': 5007}","{'item0': 3190, 'item1': 1057, 'item2': 3876, 'item3': 0, 'item4': 3110, 'item5': 3013}","{'summoner1Id': 14, 'summoner2Id': 4}","[74, 141, 800, 51, 90]","[238, 777, 83, 56, 131]"
NA1_5245285905,TOP,0WToxS9DfvvNpBJg1WcrVIs55RVJFBvqRQVHhiJsk2Yprf_MJz3uio_rFytfOHFUOFcB04LunBAD8Q,Ornn,_lhAJzowZiIi48QgIV7uxIyT9y5eW7HnfSHDgBsXqclGbyxXpSquIrZuI3IoY7LSiAnkKYIGqMoxkw,Mordekaiser,8400,"[8437, 8446, 8473, 8451]",8300,"[8304, 8345]","{'defense': 5001, 'flex': 5001, 'offense': 5005}","{'item0': 6664, 'item1': 0, 'item2': 1057, 'item3': 2502, 'item4': 3173, 'item5': 6665}","{'summoner1Id': 12, 'summoner2Id': 4}",8000,"[8010, 9111, 9105, 8299]",8400,"[8473, 8453]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 4633, 'item1': 3020, 'item2': 3041, 'item3': 3075, 'item4': 3116, 'item5': 3147}","{'summoner1Id': 12, 'summoner2Id': 4}","[105, 51, 223, 41, 32]","[35, 800, 147, 99, 887]"
NA1_5245285905,MIDDLE,WOyslvTHUuodBlHmGaSSTxOI58DDhQTTjPByZsI7pkFKt5U9fwRZHsxjM2rn6Is7i02g8Ga4HRsBHQ,Yasuo,HNdWirCZbuf9J-_YV5kuV-z30OW3GqnrLojoTbi0R6Y6G3o2BltmflAceQBincKR9FFLNq936GrnYg,Malphite,8000,"[8008, 9101, 9104, 8299]",8400,"[8444, 8451]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 1043, 'item1': 3153, 'item2': 3006, 'item3': 6673, 'item4': 3031, 'item5': 1057}","{'summoner1Id': 4, 'summoner2Id': 12}",8200,"[8229, 8226, 8210, 8237]",8100,"[8126, 8106]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 1056, 'item1': 3118, 'item2': 2420, 'item3': 4645, 'item4': 4646, 'item5': 0}","{'summoner1Id': 4, 'summoner2Id': 12}","[105, 51, 223, 41, 32]","[35, 800, 147, 99, 887]"
NA1_5245285905,JUNGLE,I7kVAigka3qJQA-gnCMeGJpbdKbbqYtF8QSAraaDiah1rnmBD7JRFkLX7latPcewCx79zHdK63OBuQ,Lillia,zcmnv9zz4H0ooNXywyB-yT5xmnQ-aNMMgTnzWs9QOWKsa107TBxBVSHr0UxmaAAnUUUnIP-UcL7GnQ,Yorick,8000,"[8010, 9111, 9105, 8014]",8300,"[8347, 8304]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 4633, 'item1': 6653, 'item2': 3175, 'item3': 3157, 'item4': 0, 'item5': 0}","{'summoner1Id': 11, 'summoner2Id': 4}",8000,"[8010, 9111, 9104, 8014]",8300,"[8304, 8410]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3161, 'item1': 3071, 'item2': 3009, 'item3': 6653, 'item4': 2022, 'item5': 1036}","{'summoner1Id': 4, 'summoner2Id': 11}","[105, 51, 223, 41, 32]","[35, 800, 147, 99, 887]"
