match_id,lane,winner_puuid,winner_champion,loser_puuid,loser_champion,winner_primary_style,winner_primary_selections,winner_sub_style,winner_sub_selections,winner_stat_perks,winner_items,winner_summoner_spells,loser_primary_style,loser_primary_selections,loser_sub_style,loser_sub_selections,loser_stat_perks,loser_items,loser_summoner_spells,winner_bans,loser_bans
NA1_5244079401,TOP,SijV13haFv4swtKKu0YWIUgdW_iXdZP5Q_9fIEFuk05rx5HiiNF6i10G1wbQQgibZz5psg21RE_Zbw,Sett,syk_pjebq9Hbg3UGGuHbTq0ZeZZYPdTeoMZiPU1ISz2IxBZQGhCvI8nLZ7hmRhYoYCO34Debna3sdA,Vayne,8000,"[8010, 9111, 9104, 8299]",8400,"[8444, 8242]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 6631, 'item1': 3153, 'item2': 3110, 'item3': 3071, 'item4': 2021, 'item5': 3047}","{'summoner1Id': 4, 'summoner2Id': 14}",8000,"[8008, 9111, 9104, 8017]",8400,"[8473, 8451]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 1055, 'item1': 3124, 'item2': 3006, 'item3': 3153, 'item4': 6672, 'item5': 0}","{'summoner1Id': 6, 'summoner2Id': 4}","[119, 104, 19, 90, 13]","[25, 14, 42, 897, 84]"
NA1_5244079401,MIDDLE,_Z0eGUjsS1SB8e3ijPvuMSsyG7FVaJfTj3HG2z5f61rL3k8PM250KnBBO3h-4qx7R_xPm3f3rKnkNQ,Katarina,sSUADKRO5elsmUQEsuE9BwgV8C1wO0FbysM0d6CRSgak9TnTgd3Ah3zvN50UTHTyqbighLRk4iSdiQ,Heimerdinger,8000,"[8010, 9111, 9104, 8014]",8400,"[8444, 8451]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 6672, 'item1': 1055, 'item2': 3153, 'item3': 1043, 'item4': 3111, 'item5': 3051}","{'summoner1Id': 14, 'summoner2Id': 4}",8100,"[8112, 8139, 8141, 8106]",8200,"[8226, 8237]","{'defense': 5011, 'flex': 5008, 'offense': 5008}","{'item0': 3157, 'item1': 6653, 'item2': 3175, 'item3': 1056, 'item4': 1026, 'item5': 6655}","{'summoner1Id': 4, 'summoner2Id': 14}","[119, 104, 19, 90, 13]","[25, 14, 42, 897, 84]"
NA1_5244079401,JUNGLE,lJMAuqEI2lXJKmyFtgeQYS_v1yx0WS8Ap5CURwK5s69_LwIXO96gxtd0esUcc5qPdOMD8uoGIMA2Pw,Amumu,uPgGq8S0v55D-e5YNdNXn2CIT_DFGX_ixrTzBWA0obbTH4SD_lV1_XMGiAZNx4NvuwjwJZBmwGc4Qg,Darius,8000,"[8010, 9111, 9105, 8299]",8100,"[8106, 8143]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3089, 'item1': 0, 'item2': 4632, 'item3': 6653, 'item4': 3020, 'item5': 3157}","{'summoner1Id': 4, 'summoner2Id': 11}",8200,"[8230, 8275, 8234, 8232]",8000,"[9104, 9111]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3742, 'item1': 3142, 'item2': 3053, 'item3': 3111, 'item4': 1057, 'item5': 1033}","{'summoner1Id': 11, 'summoner2Id': 4}","[119, 104, 19, 90, 13]","[25, 14, 42, 897, 84]"
NA1_5244079401,BOTTOM,46bfPMeiHZw7Q1tCECMnQPXC1Mjf6l2zBcnt1HerdVa2g6yG6q-4UtPsdr2CnIKEV1SOY3Xy9K1RCw,Varus,2WsC3takqV2ToVCxsstgu3u6nhYzOGaUP7xzHpLDJ5rQ-4A-GANKEP19RpAyW6DzqfPYcq-BAneQNA,Jinx,8000,"[8005, 9111, 9104, 8014]",8100,"[8139, 8135]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 1055, 'item1': 3153, 'item2': 6665, 'item3': 3006, 'item4': 3091, 'item5': 3302}","{'summoner1Id': 21, 'summoner2Id': 4}",8000,"[8008, 8009, 9103, 8014]",8200,"[8233, 8236]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3032, 'item1': 3031, 'item2': 3085, 'item3': 3006, 'item4': 0, 'item5': 0}","{'summoner1Id': 4, 'summoner2Id': 21}","[119, 104, 19, 90, 13]","[25, 14, 42, 897, 84]"
NA1_5244079401,UTILITY,kU1AtBKKIr3D7sjTR_g5kq1PVPVFYro3AKZYkBKhsyjwTRQS8TmmmzRUn3Er8yJefAJYDaS7N4avcw,Galio,bLFd2FeUikUpHW3Zjy2xO6WH52w4f96GQp3nODkp4CoiQUzDKwuK5wmt3X6-18NedMK-dk_g1kdsfw,TahmKench,8400,"[8439, 8401, 8444, 8451]",8300,"[8347, 8304]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 3869, 'item1': 3084, 'item2': 3075, 'item3': 3111, 'item4': 1011, 'item5': 1033}","{'summoner1Id': 14, 'summoner2Id': 4}",8400,"[8437, 8401, 8444, 8242]",8000,"[9104, 9111]","{'defense': 5001, 'flex': 5001, 'offense': 5005}","{'item0': 3869, 'item1': 3084, 'item2': 3174, 'item3': 2502, 'item4': 1029, 'item5': 1029}","{'summoner1Id': 14, 'summoner2Id': 4}","[119, 104, 19, 90, 13]","[25, 14, 42, 897, 84]"
NA1_5243452714,TOP,4F8g8z4-InnKCDMCVCJxvggS_OHonzVLE9cb5F6b3PLSYXtAOiempUxpgRNKUOXAgM84GP-fxzH_rw,Gwen,M-djiKlcIbs3PYxAQFfMFIL49mUAtDS6FqEDjS0j4KAi6XsezZMAsHQQXjBaxS6KPQM7EJJa4NbFXw,Yorick,8000,"[8010, 8009, 9104, 8017]",8400,"[8444, 8451]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3115, 'item1': 3020, 'item2': 4633, 'item3': 0, 'item4': 0, 'item5': 0}","{'summoner1Id': 4, 'summoner2Id': 14}",8400,"[8437, 8446, 8473, 8451]",8000,"[9103, 8009]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 6692, 'item1': 3047, 'item2': 3508, 'item3': 3133, 'item4': 1036, 'item5': 1036}","{'summoner1Id': 4, 'summoner2Id': 12}","[22, 48, 122, 105, 35]","[56, 202, 19, 34, -1]"
NA1_5243452714,MIDDLE,46bfPMeiHZw7Q1tCECMnQPXC1Mjf6l2zBcnt1HerdVa2g6yG6q-4UtPsdr2CnIKEV1SOY3Xy9K1RCw,Zoe,yju6EhJg5UvkQhmBqZNAcYNDcpKj6W2qTnPtcSZsHQbYtzuPCUGTfR31rA-7ix7onWwn-VZwYyxjMQ,Lux,8100,"[8112, 8139, 8140, 8105]",8000,"[8017, 9105]","{'defense': 5011, 'flex': 5008, 'offense': 5005}","{'item0': 1056, 'item1': 6655, 'item2': 2421, 'item3': 3041, 'item4': 3020, 'item5': 3100}","{'summoner1Id': 14, 'summoner2Id': 4}",8200,"[8229, 8226, 8210, 8237]",8100,"[8126, 8106]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 1056, 'item1': 6655, 'item2': 2031, 'item3': 3020, 'item4': 4646, 'item5': 0}","{'summoner1Id': 4, 'summoner2Id': 12}","[22, 48, 122, 105, 35]","[56, 202, 19, 34, -1]"
NA1_5243452714,JUNGLE,DmuzW_7NE1F-y1mkcQHzvNRqD72R7mmdmV8k6Zd-4VYVrHQ4PEQBDGbLdOEvRcTXLD3D2JrhDdsMuA,Viego,wGgyQOAm6vfWdsRFaYCCj7oseH2YuPF7m6cuNGY0hATVU0J5tmNE9GVCdvaKqJhY-tvXjiSQ2UJ5jQ,Kayn,8000,"[8010, 9111, 9104, 8014]",8300,"[8347, 8304]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 6676, 'item1': 3078, 'item2': 3173, 'item3': 6673, 'item4': 1018, 'item5': 1036}","{'summoner1Id': 11, 'summoner2Id': 4}",8000,"[8010, 9111, 9105, 8299]",8200,"[8224, 8210]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 3142, 'item1': 6697, 'item2': 1036, 'item3': 3158, 'item4': 0, 'item5': 0}","{'summoner1Id': 4, 'summoner2Id': 11}","[22, 48, 122, 105, 35]","[56, 202, 19, 34, -1]"
NA1_5243452714,BOTTOM,eL1HRPo3UN3LdKknTieWeYgynzNpDL1I3IVSUSXx4tfBdcvtM_quwyfAAiPOAUVg7DtqjapOikd7ig,Jinx,lmBhuUdZUp35e43Rsr02RASpFfOtH8Z_BzOQnD-x5hwPJMqItJK8-8Vr6ZQ21eIorl9XfT-5BfWREA,Caitlyn,8000,"[8021, 8009, 9103, 8014]",8300,"[8345, 8304]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3006, 'item1': 3031, 'item2': 3085, 'item3': 3032, 'item4': 0, 'item5': 1055}","{'summoner1Id': 21, 'summoner2Id': 4}",8100,"[8128, 8139, 8140, 8106]",8200,"[8233, 8236]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 1055, 'item1': 6676, 'item2': 3006, 'item3': 3031, 'item4': 3086, 'item5': 3144}","{'summoner1Id': 21, 'summoner2Id': 4}","[22, 48, 122, 105, 35]","[56, 202, 19, 34, -1]"
NA1_5243452714,UTILITY,F8I_ucHqZ9wlubO9ebnVNcGkxSmY1yz6eA5vxE-_nZ4iquwB56B5WA-Rnw3Sp205Po4XRd02Q_jCIw,Pantheon,Giurn7THguD_cyumMyzsl-A_ATlbs-djShf9I411txg5n-Jrt3JkxO-pGhUMB1QoR5xcuCrxezwzog,Teemo,8000,"[8005, 9111, 9103, 8017]",8300,"[8306, 8316]","{'defense': 5013, 'flex': 5010, 'offense': 5005}","{'item0': 6699, 'item1': 3158, 'item2': 3877, 'item3': 6610, 'item4': 3133, 'item5': 1036}","{'summoner1Id': 4, 'summoner2Id': 14}",8100,"[8112, 8126, 8140, 8106]",8200,"[8236, 8210]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 3871, 'item1': 3115, 'item2': 3020, 'item3': 6653, 'item4': 2508, 'item5': 2022}","{'summoner1Id': 3, 'summoner2Id': 4}","[22, 48, 122, 105, 35]","[56, 202, 19, 34, -1]"
NA1_5242880183,TOP,uBriRwPBnFMIHwUB8KJLsLy20gCEfV4U7gf-PGfUrXmU6iA8la1bBignaU5dtjqv5QtH4xHPGLOL-Q,Darius,0wBOAyw0vMEgp9S7k12n0JoIqiusy0fVRx4o6AvCj-pRPn8Zl_sTEiCCYF68IfXPwo3TLDM73JPCoQ,Renekton,8000,"[8010, 9111, 9104, 8299]",8400,"[8451, 8444]","{'defense': 5001, 'flex': 5010, 'offense': 5008}","{'item0': 1054, 'item1': 3078, 'item2': 3174, 'item3': 3742, 'item4': 2021, 'item5': 1037}","{'summoner1Id': 6, 'summoner2Id': 4}",8000,"[8010, 9111, 9104, 8299]",8400,"[8473, 8242]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 1054, 'item1': 6692, 'item2': 3047, 'item3': 3071, 'item4': 1037, 'item5': 2021}","{'summoner1Id': 4, 'summoner2Id': 12}","[-1, 11, 799, 711, 202]","[78, 3, 420, 119, 427]"
NA1_5242880183,MIDDLE,h4AlyYJ6JIb-lrwBwKEQD_IGAUJTRQGkSR87VBTp_I19LysJ0Fq9oOHzHL66e5qajiiIgwW1G6ivBw,Diana,lq7TTAeLIkeDt6DFxO17UTVyoIVk4TzFL8vxTjpJm56s7x2dok-1wpQw3TpQRq3okg479U4qJLhgpQ,Yasuo,8100,"[8112, 8143, 8140, 8135]",8400,"[8473, 8401]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 2420, 'item1': 4646, 'item2': 3020, 'item3': 4633, 'item4': 3115, 'item5': 1058}","{'summoner1Id': 14, 'summoner2Id': 4}",8000,"[8021, 9101, 9104, 8299]",8400,"[8451, 8444]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3153, 'item1': 3111, 'item2': 3031, 'item3': 3035, 'item4': 3123, 'item5': 1018}","{'summoner1Id': 12, 'summoner2Id': 4}","[-1, 11, 799, 711, 202]","[78, 3, 420, 119, 427]"
NA1_5242880183,JUNGLE,GJEozNSVSEMikyHcVfkjns3Mr0G5wSKBFDFxJF4iVzgiOSi8w3QQCqYwE5jouvsS1EFg7WGGUVVYqQ,Briar,4flWGkha1JNSOk6Hw2TfEGAo9Aqj2wZeVVsbha-tD7fr1PVwsS9-_T1JbPVoL_u4_uHN7khD5l6YYQ,Volibear,8000,"[8005, 9111, 9104, 8014]",8100,"[8143, 8135]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 6333, 'item1': 3748, 'item2': 3111, 'item3': 3071, 'item4': 0, 'item5': 0}","{'summoner1Id': 11, 'summoner2Id': 4}",8000,"[8005, 9111, 9105, 8299]",8200,"[8234, 8232]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3111, 'item1': 6657, 'item2': 6675, 'item3': 2502, 'item4': 3065, 'item5': 3076}","{'summoner1Id': 11, 'summoner2Id': 4}","[-1, 11, 799, 711, 202]","[78, 3, 420, 119, 427]"
NA1_5242880183,BOTTOM,ZGBe6ZhgQgBzxUC6jkpsMm6VQSpTF5IVy83Kiz_yOxOHv7kDKMQcSok-umO0g6UvGnGUijHm5YMo6g,Ezreal,46bfPMeiHZw7Q1tCECMnQPXC1Mjf6l2zBcnt1HerdVa2g6yG6q-4UtPsdr2CnIKEV1SOY3Xy9K1RCw,Varus,8000,"[8010, 8009, 9103, 8014]",8300,"[8345, 8304]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3042, 'item1': 6694, 'item2': 3171, 'item3': 3078, 'item4': 3077, 'item5': 1036}","{'summoner1Id': 21, 'summoner2Id': 4}",8000,"[8005, 9111, 9104, 8014]",8100,"[8139, 8135]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 1055, 'item1': 3153, 'item2': 3091, 'item3': 3006, 'item4': 3302, 'item5': 0}","{'summoner1Id': 21, 'summoner2Id': 4}","[-1, 11, 799, 711, 202]","[78, 3, 420, 119, 427]"
NA1_5242880183,UTILITY,9_N1d2373d23uInmrYJ_lxe8FJM8PlowywJP2I-TgwTwLub1fpt6o2otBX-0py3et__F-XzcevRvZw,Lux,fZQ5sYtkKcwy_Aw0W6g4-Jvp2A4NErbyVWGBiHMvD6EaCbtPhsrbkw4Eoi9PmFuy0HbV-TAW2Tuhrg,Pyke,8200,"[8229, 8226, 8210, 8237]",8100,"[8126, 8106]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 3871, 'item1': 2420, 'item2': 1026, 'item3': 4628, 'item4': 3020, 'item5': 0}","{'summoner1Id': 14, 'summoner2Id': 4}",8100,"[9923, 8143, 8141, 8105]",8400,"[8473, 8242]","{'defense': 5013, 'flex': 5008, 'offense': 5008}","{'item0': 3869, 'item1': 3013, 'item2': 3179, 'item3': 3814, 'item4': 3134, 'item5': 6690}","{'summoner1Id': 4, 'summoner2Id': 14}","[-1, 11, 799, 711, 202]","[78, 3, 420, 119, 427]"
NA1_5242850099,TOP,LPSHUnYUFbFcwkVoyW0J_ZPUzIAo-HBFo8KrkZ9r6AYkl1aqwMlLG8pzuexvRqAauz0AKycvHgLfvg,Shen,zcemUOe9IP6Wg22obkn_ltyIBfb26CPkKJTj8n1KczI5_cXje-ort1D5D9TAFf0cdeBwoHRuhl5m6w,Vayne,8400,"[8437, 8401, 8444, 8453]",8100,"[8126, 8106]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3748, 'item1': 3068, 'item2': 3174, 'item3': 2031, 'item4': 3066, 'item5': 1031}","{'summoner1Id': 4, 'summoner2Id': 12}",8000,"[8005, 9111, 9104, 8017]",8400,"[8429, 8451]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 3091, 'item1': 3153, 'item2': 3006, 'item3': 6672, 'item4': 3302, 'item5': 2022}","{'summoner1Id': 4, 'summoner2Id': 6}","[350, 51, 122, 14, 19]","[800, 78, 119, 32, 54]"
NA1_5242850099,MIDDLE,EGEBAdSXcSQgvf-_i5FGxEoU8QLsFMyhEMfM0lZ6M5QfBekdC1QkcCAPQsC3ABE8NPhPtDhHgZCJ1g,Irelia,pFkuT30ntPPjSpuU2Kux9sq8u8v14ZQst9uF57ySWUIEBPGVii92wr934Ha3rsBL4GUC2IIY7hbJLg,Vladimir,8000,"[8010, 9111, 9104, 8299]",8300,"[8345, 8347]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 6333, 'item1': 3153, 'item2': 3111, 'item3': 6672, 'item4': 3091, 'item5': 6610}","{'summoner1Id': 12, 'summoner2Id': 4}",8100,"[8112, 8126, 8141, 8135]",8200,"[8210, 8236]","{'defense': 5001, 'flex': 5008, 'offense': 5007}","{'item0': 4630, 'item1': 4629, 'item2': 3020, 'item3': 6653, 'item4': 3089, 'item5': 0}","{'summoner1Id': 4, 'summoner2Id': 6}","[350, 51, 122, 14, 19]","[800, 78, 119, 32, 54]"
NA1_5242850099,JUNGLE,PLVA5S-AebxWyhoznUM6daUBFDQuZ6xaFCz4wQFuYdC4GbXDdPlVXpxa_SUEvkQiv0G9yFH5iATxVg,Teemo,x1fvZgN4Qpenyp5Xw6p0WQhcFGOB53bcp-llKOheyq4q7xfS7usaUiZhzSMLHSP9ANHpGVL89SrsLQ,DrMundo,8100,"[8128, 8126, 8140, 8106]",8200,"[8233, 8236]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 6653, 'item1': 3115, 'item2': 3802, 'item3': 1026, 'item4': 0, 'item5': 3175}","{'summoner1Id': 11, 'summoner2Id': 4}",8400,"[8437, 8463, 8429, 8451]",8300,"[8304, 8410]","{'defense': 5001, 'flex': 5001, 'offense': 5005}","{'item0': 3077, 'item1': 3075, 'item2': 3111, 'item3': 3084, 'item4': 3105, 'item5': 1011}","{'summoner1Id': 11, 'summoner2Id': 6}","[350, 51, 122, 14, 19]","[800, 78, 119, 32, 54]"
NA1_5242850099,BOTTOM,WdoIKrLZG_mTGwsVk7HmDQAeR8Jjw3WU4Au2QonQAJhC7HPmRYkFHcRrwZMbkTwX_587PhGfYoIc2w,Katarina,46bfPMeiHZw7Q1tCECMnQPXC1Mjf6l2zBcnt1HerdVa2g6yG6q-4UtPsdr2CnIKEV1SOY3Xy9K1RCw,Varus,8100,"[8112, 8143, 8140, 8105]",8000,"[8014, 9111]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 3020, 'item1': 3100, 'item2': 3157, 'item3': 4645, 'item4': 3041, 'item5': 0}","{'summoner1Id': 14, 'summoner2Id': 4}",8000,"[8005, 9111, 9104, 8014]",8100,"[8139, 8135]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 1055, 'item1': 3153, 'item2': 3124, 'item3': 3006, 'item4': 3091, 'item5': 1033}","{'summoner1Id': 21, 'summoner2Id': 4}","[350, 51, 122, 14, 19]","[800, 78, 119, 32, 54]"
NA1_5242850099,UTILITY,D3EU_1-0yVEO6OwwmkfVEga3f-YmUb03l9gAlJ3EvzstkGE2Ep-k3hJjRgoD0N0VT1XkghIu8TuXsw,Camille,fZQ5sYtkKcwy_Aw0W6g4-Jvp2A4NErbyVWGBiHMvD6EaCbtPhsrbkw4Eoi9PmFuy0HbV-TAW2Tuhrg,Pyke,8100,"[9923, 8143, 8137, 8135]",8400,"[8401, 8473]","{'defense': 5011, 'flex': 5008, 'offense': 5008}","{'item0': 3078, 'item1': 3869, 'item2': 2501, 'item3': 0, 'item4': 2021, 'item5': 3013}","{'summoner1Id': 14, 'summoner2Id': 4}",8100,"[9923, 8143, 8141, 8105]",8400,"[8473, 8242]","{'defense': 5013, 'flex': 5008, 'offense': 5008}","{'item0': 3869, 'item1': 3013, 'item2': 3179, 'item3': 3814, 'item4': 3134, 'item5': 1036}","{'summoner1Id': 4, 'summoner2Id': 14}","[350, 51, 122, 14, 19]","[800, 78, 119, 32, 54]"
NA1_5242821039,TOP,McmbHT0XCTgdM5kdYIKUVUSGgLbYxJ3blAINm4erg8e4KCW2XkVGQ2gv-XtHnZiuPz8uqfqaX3Hkqw,Kayle,XlMyDcKV5pcOp2Fj-OGg_OEkD5IwI7bvkW7u6_r2AKffgwJX6l386GAs6nFHmChOwkV96MeZ0-W8Hg,DrMundo,8000,"[8008, 9101, 9104, 8299]",8200,"[8234, 8236]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 1058, 'item1': 3124, 'item2': 3116, 'item3': 3009, 'item4': 3115, 'item5': 1058}","{'summoner1Id': 12, 'summoner2Id': 4}",8400,"[8437, 8446, 8444, 8451]",8300,"[8410, 8304]","{'defense': 5001, 'flex': 5001, 'offense': 5005}","{'item0': 3009, 'item1': 3084, 'item2': 2502, 'item3': 3065, 'item4': 0, 'item5': 0}","{'summoner1Id': 12, 'summoner2Id': 4}","[86, 120, 24, 35, 63]","[78, 82, 141, 157, 119]"
NA1_5242821039,MIDDLE,R2I_yfeKka8M0h3BuV_TLyWlfYCsfit73GljYX5RO9LaIWXY2TLqmFvE8rOgW76xIYH4jb_i4k47QQ,Malzahar,XVXCXvefpQ-YEelPpMcjj_2TSA7oSXRxmHN7BvpoWOCc3aYgp0wjpWThJ6H9qo6p3qKyYjuFuFeddQ,Caitlyn,8200,"[8214, 8226, 8210, 8237]",8300,"[8304, 8347]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 3089, 'item1': 2503, 'item2': 3020, 'item3': 6653, 'item4': 3116, 'item5': 1052}","{'summoner1Id': 4, 'summoner2Id': 12}",8200,"[8214, 8224, 8210, 8236]",8400,"[8429, 8451]","{'defense': 5013, 'flex': 5008, 'offense': 5007}","{'item0': 3031, 'item1': 6676, 'item2': 3140, 'item3': 3036, 'item4': 3173, 'item5': 0}","{'summoner1Id': 4, 'summoner2Id': 3}","[86, 120, 24, 35, 63]","[78, 82, 141, 157, 119]"
NA1_5242821039,JUNGLE,_Bs1TZLp9WFNHwbStqRVC9RTPd1ELNp6le8zfBhyRjToQKRGLYn6sfBaAxGHkyWvkaMXjbWfT_R_xw,Warwick,zQq8tcB8ROkMlqJi_Uz_7eIBnqmgLgbSYFJd0sydZaXy4cM5m7G8qp2RD5ktTm50UfViqi0dlTWY7Q,Karthus,8000,"[8005, 9111, 9104, 8299]",8100,"[8105, 8140]","{'defense': 5001, 'flex': 5008, 'offense': 5008}","{'item0': 3074, 'item1': 3153, 'item2': 1031, 'item3': 3075, 'item4': 1011, 'item5': 3111}","{'summoner1Id': 4, 'summoner2Id': 11}",8200,"[8229, 8224, 8210, 8236]",8100,"[8141, 8106]","{'defense': 5001, 'flex': 5008, 'offense': 5007}","{'item0': 4646, 'item1': 4630, 'item2': 3916, 'item3': 3175, 'item4': 3118, 'item5': 1026}","{'summoner1Id': 11, 'summoner2Id': 3}","[86, 120, 24, 35, 63]","[78, 82, 141, 157, 119]"
NA1_5242821039,BOTTOM,6oWQYsD8gTl43x463O6_Q3tf82vYnvBXrvQOB5NTfQUQp4plS0O-JDwyc0TtaOQfHqJpDXTOulJvGg,Twitch,46bfPMeiHZw7Q1tCECMnQPXC1Mjf6l2zBcnt1HerdVa2g6yG6q-4UtPsdr2CnIKEV1SOY3Xy9K1RCw,Varus,8000,"[8008, 9111, 9104, 8017]",8200,"[8236, 8224]","{'defense': 5011, 'flex': 5008, 'offense': 5005}","{'item0': 3035, 'item1': 0, 'item2': 3153, 'item3': 3085, 'item4': 3031, 'item5': 3006}","{'summoner1Id': 4, 'summoner2Id': 21}",8000,"[8005, 9111, 9104, 8014]",8100,"[8139, 8135]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 1057, 'item1': 3124, 'item2': 3140, 'item3': 3111, 'item4': 3153, 'item5': 3091}","{'summoner1Id': 21, 'summoner2Id': 4}","[86, 120, 24, 35, 63]","[78, 82, 141, 157, 119]"
NA1_5242821039,UTILITY,PFU7umSLgoWD8Ffjsc41lBJRp4E9ul1eY2tfSKnRSH-G7fCy-BvwCsbUXq7avGg9wbz767OzWeBWfg,Bard,fZQ5sYtkKcwy_Aw0W6g4-Jvp2A4NErbyVWGBiHMvD6EaCbtPhsrbkw4Eoi9PmFuy0HbV-TAW2Tuhrg,Pyke,8100,"[8112, 8126, 8141, 8135]",8400,"[8446, 8444]","{'defense': 5001, 'flex': 5001, 'offense': 5005}","{'item0': 3877, 'item1': 3009, 'item2': 3742, 'item3': 3110, 'item4': 1043, 'item5': 1043}","{'summoner1Id': 14, 'summoner2Id': 4}",8100,"[9923, 8143, 8141, 8105]",8400,"[8473, 8242]","{'defense': 5013, 'flex': 5008, 'offense': 5008}","{'item0': 3869, 'item1': 3176, 'item2': 3179, 'item3': 3814, 'item4': 3134, 'item5': 6690}","{'summoner1Id': 4, 'summoner2Id': 14}","[86, 120, 24, 35, 63]","[78, 82, 141, 157, 119]"
NA1_5242341955,TOP,OB3guea381e0w7nLzJnyM8W1x5674G0iCFN2KfAwSTbDDe9yAHLP_Du4rmXPJZGIn876AD0jPSjyww,KSante,ebR7vJF_HuPQa4MmgTfMPP0FWJiC_ZAF3Zu2LmKXVdnuw272FaM9XC1GNU6dbfFU1i4l6UJZ7Xt9vw,Tryndamere,8400,"[8437, 8446, 8429, 8451]",8300,"[8345, 8410]","{'defense': 5001, 'flex': 5001, 'offense': 5005}","{'item0': 3143, 'item1': 3110, 'item2': 3084, 'item3': 3174, 'item4': 6662, 'item5': 6665}","{'summoner1Id': 6, 'summoner2Id': 4}",8000,"[8008, 9111, 9104, 8299]",8400,"[8446, 8444]","{'defense': 5011, 'flex': 5008, 'offense': 5005}","{'item0': 0, 'item1': 3074, 'item2': 3006, 'item3': 3036, 'item4': 3153, 'item5': 3086}","{'summoner1Id': 4, 'summoner2Id': 6}","[36, 83, 99, 39, 29]","[19, -1, 119, 35, 55]"
NA1_5242341955,MIDDLE,sUvrAs1_RLPpe8RdLAGcoz2UZL5co5cHnvbSubau9l3pb_tIEdGZc1sUSLc4zzaPL3znJJTvR9hirQ,Brand,L-FLhubc1Ve-KX9SYfbW2vDbwYeGOaw0ZPLClyeY7NgCrMvZJbvHxBbZUh5kxPMxaWM4qjy781DKzA,Tristana,8200,"[8229, 8226, 8210, 8237]",8100,"[8139, 8106]","{'defense': 5001, 'flex': 5008, 'offense': 5007}","{'item0': 6653, 'item1': 2503, 'item2': 1058, 'item3': 4645, 'item4': 1058, 'item5': 3175}","{'summoner1Id': 14, 'summoner2Id': 4}",8000,"[8008, 9111, 9104, 8014]",8100,"[8139, 8135]","{'defense': 5001, 'flex': 5008, 'offense': 5005}","{'item0': 6675, 'item1': 3032, 'item2': 3031, 'item3': 3006, 'item4': 3036, 'item5': 1043}","{'summoner1Id': 4, 'summoner2Id': 12}","[36, 83, 99, 39, 29]","[19, -1, 119, 35, 55]"
