antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Zyra'}),frozenset({'Hwei'}),0.043478260869565216,0.030434782608695653,0.005797101449275362,0.13333333333333333,4.3809523809523805,1.0,0.004473850031505986,1.1187290969899664,0.8068181818181818,0.0851063829787234,0.10612855007473841,0.16190476190476188
frozenset({'Jax'}),frozenset({'Brand'}),0.04057971014492753,0.03333333333333333,0.005797101449275362,0.14285714285714288,4.2857142857142865,1.0,0.0044444444444444444,1.1277777777777778,0.7990936555891238,0.08510638297872342,0.11330049261083747,0.15838509316770188
frozenset({'Brand'}),frozenset({'Jax'}),0.03333333333333333,0.04057971014492753,0.005797101449275362,0.17391304347826086,4.285714285714286,1.0,0.0044444444444444444,1.1614035087719299,0.793103448275862,0.08510638297872342,0.13897280966767372,0.15838509316770188
frozenset({'Mordekaiser'}),frozenset({'Braum'}),0.05507246376811594,0.02463768115942029,0.005797101449275362,0.10526315789473685,4.272445820433437,1.0,0.004440243646292795,1.0901108269394715,0.8105828220858894,0.07843137254901962,0.08266207867365294,0.17027863777089783
frozenset({'Braum'}),frozenset({'Mordekaiser'}),0.02463768115942029,0.05507246376811594,0.005797101449275362,0.23529411764705882,4.272445820433436,1.0,0.004440243646292795,1.2356744704570792,0.7852897473997028,0.07843137254901962,0.19072536990256223,0.17027863777089783
frozenset({'Twitch'}),frozenset({'Malzahar'}),0.034782608695652174,0.059420289855072465,0.008695652173913044,0.25,4.2073170731707314,1.0,0.006628859483301827,1.2541062801932368,0.7897897897897898,0.1016949152542373,0.20261941448382123,0.19817073170731708
frozenset({'Malzahar'}),frozenset({'Twitch'}),0.059420289855072465,0.034782608695652174,0.008695652173913044,0.14634146341463414,4.2073170731707314,1.0,0.006628859483301827,1.1306832298136646,0.8104776579352849,0.1016949152542373,0.11557899362777412,0.19817073170731708
frozenset({'Hecarim'}),frozenset({'Tristana'}),0.02463768115942029,0.057971014492753624,0.005797101449275362,0.23529411764705882,4.0588235294117645,1.0,0.004368830077714766,1.2318840579710146,0.7726597325408618,0.07547169811320756,0.18823529411764706,0.16764705882352943
frozenset({'Fizz'}),frozenset({'Nocturne'}),0.028985507246376812,0.04927536231884058,0.005797101449275362,0.2,4.0588235294117645,1.0,0.004368830077714766,1.1884057971014492,0.7761194029850746,0.08,0.15853658536585366,0.1588235294117647
frozenset({'Nocturne'}),frozenset({'Fizz'}),0.04927536231884058,0.028985507246376812,0.005797101449275362,0.11764705882352941,4.0588235294117645,1.0,0.004368830077714766,1.1004830917874395,0.7926829268292682,0.08,0.0913081650570676,0.1588235294117647
frozenset({'Tristana'}),frozenset({'Hecarim'}),0.057971014492753624,0.02463768115942029,0.005797101449275362,0.1,4.0588235294117645,1.0,0.004368830077714766,1.0837359098228663,0.8,0.07547169811320756,0.07726597325408618,0.16764705882352943
frozenset({'Xayah'}),frozenset({'Darius'}),0.020289855072463767,0.10579710144927536,0.008695652173913044,0.4285714285714286,4.050880626223092,1.0,0.0065490443184205,1.5648550724637682,0.7687376725838265,0.07407407407407408,0.36096318592266735,0.2553816046966732
frozenset({'Varus'}),frozenset({'Sett'}),0.0391304347826087,0.0463768115942029,0.007246376811594203,0.18518518518518517,3.9930555555555554,1.0,0.005431632010081916,1.1703557312252963,0.7800904977375566,0.0925925925925926,0.14555893279297533,0.1707175925925926
frozenset({'Sett'}),frozenset({'Varus'}),0.0463768115942029,0.0391304347826087,0.007246376811594203,0.15625,3.9930555555555554,1.0,0.005431632010081916,1.1388083735909822,0.7860182370820669,0.0925925925925926,0.12188914027149321,0.1707175925925926
